pcf_id,ingram_part,description,vendor_name,vendor_part,customer_price,available_qty,category,subcategory,solotodo_id,pcf_price,min_price,mode_price,mean_price
,6831934,Audifonos Alambricos Con Microfono Conec,Kensington,K97601,11.27,99,Dispositivos Audio/Video,Combos Micrófono+Cintillo/audífono p/PCs,91175,,13520,,16406
,6836155,Kit Destornilladores PrecisiOn 7 piezas,Startech.Com,CTK100P,19.2,19,Protección Eléctrica y Racks,Componentes Rack,,,,,
,6836156,Caja Disco SATA de 25 para Bahia de 35,Startech.Com,25SAT35HDD,33.29,25,Dispositivos de Almacenamiento,Componentes para Racks y Cajas de Discos,,,,,
,6836157,Tubo 1.5g Pasta Termica Oxido de Metal,Startech.Com,SILVGREASE1,6.53,40,Componentes de Sistema,Componentes de Tarjetas Madre,,,,,
,6838963,Cable 18m MiniDisplayPort 1.2 a DP,Startech.Com,MDP2DPMM6,13.13,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6838965,Cable USB 3.0 a SATA III Disco de 25in,Startech.Com,USB3S2SAT3CB,14.83,10,Dispositivos de Almacenamiento,Componentes para Racks y Cajas de Discos,,,,,
,6838968,Cable Mini DisplayPort a HDMI 5m,Startech.Com,MDP2HDMM5MB,34.96,10,Cables,Cables y Adaptadores de Video,,,,,
,6838971,Cable Adaptador USB a Serie RS232 09m,Startech.Com,ICUSB232SM3,40.22,15,Cables,Cables Seriales y Adaptadores,,,,,
,6838972,Cable Switch Conmutador KVM 2x VGA USB,Startech.Com,SV211USB,60.88,20,Dispositivos de Entrada/Salida,KVMs y Componentes,,,,,
,6838974,Cable USB a Serie de 2 Puertos FTDI COM,Startech.Com,ICUSB2322F,67.81,10,Cables,Cables Seriales y Adaptadores,,,,,
,6838975,Adaptador de Red Externo USB 3.0 2x RJ45,Startech.Com,USB32000SPT,72.91,20,Dispositivos de Red,Tarjetas de Red Ethernet,399667,,85964,,87784
,6838977,Adaptador Grafico USB 3.0 a HDMI Cable,Startech.Com,USB32HDES,41.04,8,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6838978,Cable 1m USB C 10Gbps Gen2 Tipo C Certif,Startech.Com,USB31CCV1M,23.7,30,Cables,Cables y Adaptadores USB,,,,,
,6838979,Cable HDMI de alta velocidad 3.6m,Startech.Com,HDMM12,18.14,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6838980,Hub Portatil USB 3.0 de 4 Puertos,Startech.Com,ST43004UA,40.52,10,Dispositivos de Red,ROMs de Inicio y Brackets,,,,,
,6838981,Adaptador Multipuertos USBC a HDMI 4K60,Startech.Com,DKT30CHSDPD1,49.37,25,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6838984,Cable 4K Mini DisplayPort a HDMI 2m,Startech.Com,MDP2HDMM2MB,22.18,20,Cables,Cables y Adaptadores de Audio,,,,,
,6838986,Cable HDMI de alta velocidad 2m 4k x 2k,Startech.Com,HDMM2M,10.63,200,Cables,Cables y Adaptadores de Video,,,,,
,6838989,SFP+ Fibra 1gb Compatible J4858C,Startech.Com,J4858CST,60.84,5,Dispositivos de Red,Transceivers,,,,,
,6838990,Cable 2m Directo RS232 Video EGA DB9,Startech.Com,MXT1002MBK,6.75,20,Cables,Cables Seriales y Adaptadores,,,,,
,6838991,Adaptador DisplayPort a HDMI DP Pasivo,Startech.Com,DP2HDMIADAP,16.81,25,Cables,Cables y Adaptadores de Audio,,,,,
,6838992,Tarjeta Serie PCI Express 2 Puertos DB9,Startech.Com,PEX2S1050,68.61,10,Dispositivos de Entrada/Salida,Tarjetas Seriales,,,,,
,6838993,Conversor DisplayPort HDMI Activo 4K 30H,Startech.Com,DP2HD4KS,39.62,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6838994,Hub USB a Serial DB9 4 Puertos,Startech.Com,ICUSB2324I,120.42,10,Dispositivos de Entrada/Salida,Tarjetas Seriales,,,,,
,6838996,Cable MicroUSB OTG 12cm Macho a Hembra,Startech.Com,UUSBOTGRA,4.59,30,Cables,Cables y Adaptadores USB,,,,,
,6838999,Cable 18m Consola Cisco Rj45 a DB9,Startech.Com,DB9CONCABL6,22.96,20,Cables,Cables y Adaptadores Ethernet Coaxiales,,,,,
,6839001,Cable HDMI de alta velocidad 15m,Startech.Com,HDMM150CM,10.05,100,Cables,Cables y Adaptadores de Video,,,,,
,6839002,Tarjeta PCIe de 4 Puertos RS232 y RS485,Startech.Com,PEX4S232485,150.23,10,Dispositivos de Entrada/Salida,Tarjetas Seriales,,,,,
,6839003,Tarjeta PCI-E USB 3.0 4 Puertos UASP,Startech.Com,PEXUSB3S4V,59.52,10,Dispositivos de Entrada/Salida,Dispositivos de Conectividad USB,,,,,
,6839004,SFP+ LC 10GBase-SR Multimodo DDM - 300m,Startech.Com,SFP10GSRST,60.81,10,Dispositivos de Red,Transceivers,,,,,
,6839005,Adaptador Conversor USB-C a HDMI 4K 60Hz,Startech.Com,USBC-HDMI-CDP2HD4K60,19.43,30,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6839006,Cable USB A 2.0 a USB B Activo de 9m,Startech.Com,USB2HAB30AC,34.9,10,Cables,Cables y Adaptadores USB,,,,,
,6839007,Cable USB a Serie de 1 Puerto FTDI COM,Startech.Com,ICUSB2321F,46.93,15,Cables,Cables Seriales y Adaptadores,,,,,
,6839008,SFP 1000Base-SX Multimodo LC 550m DDM,Startech.Com,GLCSXMMDST,62.75,15,Dispositivos de Red,Transceivers,,,,,
,6839009,Adaptador Externo USB 2.0 Red Ethernet,Startech.Com,USB2100,21.92,50,Dispositivos de Red,Tarjetas de Red Ethernet,399666,,27418,,28704
,6839010,Adaptador Conversor DVI-D a VGA HD15,Startech.Com,DVI2VGAE,45.87,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6839011,Concentrador Hub USB 3.0 4 Puertos,Startech.Com,ST4300PBU3,30.76,100,Dispositivos de Red,ROMs de Inicio y Brackets,,,,,
,6839012,SFP Gigabit SFP Fibra LC Multi/Monomodo,Startech.Com,GLCLHSMDST,63.16,5,Dispositivos de Red,Transceivers,,,,,
,6839013,SFP RJ45 Gigabit Compatible con GLC-T,Startech.Com,GLCTST,68.1,10,Dispositivos de Red,Transceivers,,,,,
,6839014,Hub Ladron USB 3.0 4 Puertos,Startech.Com,ST4300USB3,58.7,15,Dispositivos de Entrada/Salida,Dispositivos de Conectividad USB,,,,,
,6839016,Modulo SFP Compatible Cisco SFP-GE-T,Startech.Com,SFPC1110,66.38,5,Dispositivos de Red,Transceivers,,,,,
,6839017,Adaptador USB-C a USB-A Conversor,Startech.Com,USB31CAADG,11.84,30,Cables,Cables y Adaptadores USB,,,,,
,6839019,Adaptador Multipuertos USB-C a 2x HDMI,Startech.Com,120B-USBC-MULTIPORT,91.38,30,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6839020,Adaptador Multipuertos USB C HDMI Dock,Startech.Com,127B-USBC-MULTIPORT,44.57,76,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6841871,16ft 5m Certified HDMI 2.1 Cable - 8K/4K,Startech.Com,HDMM21V5M,67.45,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6841872,6ft Certified DisplayPort 1.4 Cable 8K,Startech.Com,DP14VMM2M,20.41,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6841873,3m Straight Through Serial Cable M/F BK,Startech.Com,MXT1003MBK,7.34,50,Cables,Cables Seriales y Adaptadores,,,,,
,6841874,3-Port USB-C Hub with Ethernet Portable,Startech.Com,HB30C3A1GEA2,48.81,10,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6841895,PCI-E RS232 Serial Card Asix AX99100,Startech.Com,PEX2S953,62.23,10,Dispositivos de Entrada/Salida,Tarjetas Seriales,,,,,
,6841896,22 in. Monitor Privacy Screen - Universa,Startech.Com,PRIVACY-SCREEN-22MB,90.7,30,Pantallas,Filtros Anti-reflejo para Monitores,,,,,
,6841897,2m Thunderbolt 3 (20Gbps) USB-C Cable -,Startech.Com,TBLT3MM2M,52.08,30,Cables,Cables para Transferencia de Archivos,,,,,
,6841898,1 PORT USB 2.0 TO SERIAL ADAPTER CABLE,Startech.Com,ICUSB2321X,54.45,10,Cables,Cables Seriales y Adaptadores,,,,,
,6841899,USB C MULTIPORT ADAPTER - HDMI 4K 30HZ,Startech.Com,DKT30CHVSDPD,33.62,20,Dispositivos de Entrada/Salida,Conmutadores para dispositivos USB,,,,,
,6841901,Fiber Media Converter- 850nm MM LC- 550m,Startech.Com,MCM1110MMLC,89.76,10,Dispositivos de Red,Transceivers,,,,,
,6841903,13ft/4m Certified HDMI 2.0 Cable 4K 60Hz,Startech.Com,HDMMV4M,23.25,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6841905,19 in. Monitor Privacy Screen - Universa,Startech.Com,PRIVACY-SCREEN-19M,76.29,20,Pantallas,Filtros Anti-reflejo para Monitores,,,,,
,6841906,24x27.5in Beige Desktop Anti-Static Mat,Startech.Com,M3013,31.52,10,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6841909,HDMI to VGA Adapter Converter with Audio,Startech.Com,HD2VGAA2,27.74,30,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6841911,16ft/5m Certified HDMI 2.0 Cable 4K 60Hz,Startech.Com,HDMMV5M,24.45,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6841913,6ft 2m Certified HDMI 2.0 Cable 4K 60Hz,Startech.Com,HDMMV2M,17.65,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6841914,3 Port Portable USB 3.0 Hub plus GbE,Startech.Com,ST3300G3UA,49.29,25,Dispositivos de Entrada/Salida,Conmutadores para dispositivos USB,400520,,61653,,61653
,6841915,USB-C to Dual HDMI MST HUB 4K 60Hz,Startech.Com,MST14CD122HD,47.99,20,Cables,Cables y Adaptadores de Audio,,,,,
,6841917,3 ft USB C to USB C Cable - M/M - 5Gbps.,Startech.Com,USB315CC1M,18.25,30,Cables,Cables y Adaptadores USB,,,,,
,6841920,30ft Active HDMI Cable 4K 60Hz,Startech.Com,RH2A-10M-HDMI-CABLE,104.6,10,Comunicaciones,Cables y Adapt p/celulares (NO ENERGÍA),,,,,
,6841922,10 ft. IBM Power Cable,Startech.Com,PXT101_10,9.39,10,Cables,Cables de Poder para Unidades de Disco,,,,,
,6841923,USB-C Multiport Adapter HDMI USB Hub,Startech.Com,103B-USBC-MULTIPORT,41.79,99,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6841926,Mountable 4 Port Rugged USB Hub,Startech.Com,ST4200USBM,76.14,25,Dispositivos de Red,ROMs de Inicio y Brackets,,,,,
,6841927,Universal laptop key lock,Startech.Com,LTULOCKKEY,54.26,10,Dispositivos de Red,ROMs de Inicio y Brackets,,,,,
,6841929,10-PORT USB 3 0 HUB W CHARGE SYNC PORTS,Startech.Com,ST103008U2C,91.31,10,Dispositivos de Red,ROMs de Inicio y Brackets,,,,,
,6841930,KVM Switch - HDMI - 4k 60Hz,Startech.Com,SV211HDUA4K,136.65,20,Dispositivos de Entrada/Salida,KVMs y Componentes,,,,,
,6841932,Gigabit Fiber SFP Transceiver SM LC 20km,Startech.Com,SFPG1320C,67.81,10,Dispositivos de Red,Transceivers,,,,,
,6841934,2-Port 10G Fiber Network Card- Open SFP+,Startech.Com,PEX20000SFPI,401.79,5,Dispositivos de Entrada/Salida,Dispositivos de Conectividad Firewire,400521,,471158,,471158
,6841935,Thermal Paste High PerformancePack of 5,Startech.Com,SILV5-THERMAL-PASTE,29.46,15,Componentes de Sistema,Componentes de Tarjetas Madre,,,,,
,6841937,USB-C TO ETHERNET ADAPTER GBE ADAPTER,Startech.Com,US1GC30B2,20.57,100,Dispositivos de Entrada/Salida,Dispositivos de Conectividad USB,,,,,
,6841939,USB C Multiport Adapter 4K 60Hz HDMI,Startech.Com,115B-USBC-MULTIPORT,51.63,40,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6841940,USB C Multiport Adapter Dual 4K HDMI PD,Startech.Com,102B-USBC-MULTIPORT,116.6,30,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6846053,CARTUCHO NEGRO SUPER ALTO RENDIMIENTO,Brother,LC506XXLBKS,59.7,7,Suministros y Medios,Suministros Inyección de Tinta,398668,,70508,,72867
,6846059,CARTUCHO CIAN SUPER ALTO RENDIMIENTO,Brother,LC506XXLCS,35.07,7,Suministros y Medios,Suministros Inyección de Tinta,398672,,41528,,43831
,6846060,CARTUCHO MAGENTA SUPER ALTO RENDIMIENTO,Brother,LC506XXLMS,35.07,7,Suministros y Medios,Suministros Inyección de Tinta,398673,,41528,,43912
,6846061,CARTUCHO AMARILLO SUPER ALTO RENDIMIENTO,Brother,LC506XXLYS,35.07,7,Suministros y Medios,Suministros Inyección de Tinta,398665,,41528,,43831
,6853215,PRO PLUS AMD R7 PRO 350 32GB+BACKPACK,Dell,PB14255_R7KRK321TBWPS_3PSXCTO/CP5723,1296.1,104,Computadores Servidores y Notebooks,Notebooks,,,,,
,6854006,"Monitor LED Gaming 24.5"" IPS FHD 1ms 20",Lg,25G523B-B,113.54,40,Pantallas,Monitores LCD/LED,394579,,179,129990,107966
,6854886,MONITOR LG 27G523B B 27 VA MONITOR FHD,Lg,27G523B-B,137.87,20,Pantallas,Monitores LCD/LED,394549,,199,149990,139622
,6854887,Monitor TV LG 27IN UltraWide,Lg,27U711B-B,219.8,4,Pantallas,Monitores LCD/LED,394550,,260810,,277228
,6854927,TECLADO INALAM ERGO RECARGAB NG K75493ES,Kensington,K75493ES,35.86,20,Dispositivos de Entrada,Teclados,385859,,42490,,43991
,6854928,COMBO TECLADO INALAM ERG B12RECAR K75493,Kensington,K75492,44.04,6,Dispositivos de Entrada,Combos Teclado/Mouse,384165,,42370,,54825
,6854929,MOUSE MY630 ERGO DUAL INAL RECA K72484WW,Kensington,K72482,34.54,20,Equipamiento de Oficina,"Mousepads, Apoyamuñecas y Descanso",,,,,
,6854940,AUDIFONO CLASICO EQ NEGRO 3.5MM K97602,Kensington,K97602WWAB,9.44,40,Comunicaciones,Accesorios y Cables para Cintillos,,,,,
,6861497,CLOUD III AURICULARES BLANCO/ROSA,Hp,9W1Q4AA,71.04,19,Comunicaciones,Headsets Alámbricos p/celulares,396658,,54995,,68529
