pcf_id,ingram_part,description,vendor_name,vendor_part,customer_price,available_qty,category,subcategory,solotodo_id,pcf_price,min_price,mode_price,mean_price
,6376006,Color LaserJet 550-sheet Media Tray,Hp,6QN57A,331.27,1,Impresoras,"Bandejas, Cajones y Alimentadores Sobre",,,,,
,6379270,Filtro de Privacidad para Dell P3424WE,Startech.Com,34C29-PRIVACY-SCREEN,172.62,30,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6379931,MULTIFUNCIONAL DCP-T530DW,Brother,DCPT530DW,155.03,15,Impresoras,Multifuncionales Inkjet,258026,,154990,159990,177590
,6385008,Adaptador USB a Serie RS232 de 30cm,Startech.Com,1P1FFC-USB-SERIAL,41.2,9,Cables,Cables Seriales y Adaptadores,,,,,
,6385590,THINKSYSTEM 2.5IN VA 480GB READ INTENSIV,Lenovo,4XB7A90873,1492.0,10,Dispositivos de Almacenamiento,Discos de Estado Sólido SATA (SSD),399894,,1651070,,1762091
,6391437,DOCK USB C - MONITOR CUADRUPLE 4K 60 HZ,Startech.Com,DK31C4DPPD,227.98,3,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6393467,MONITOR GW2490T 24INCH 1920x1080 IPS,Benq,9H.LMJLJ.LBL,112.7,39,Pantallas,Monitores LCD/LED,398910,,133298,,134865
,6398211,USB-C TO MAGSAFE 3 CABLE (2M)-AME,Apple,MW613AM/A,47.6,21,Comunicaciones,Cables y Adapt p/celulares (NO ENERGÍA),,,,,
,6402883,CM1402FM2A-EC0193 MTK 8186 14IN 8G 64GB,Asus,90NX0641-M006X0,349.12,1,Computadores Servidores y Notebooks,Chromebooks & Netbooks,,,,,
,6402893,D501SER-514500027X I5-14500 512G SSD 8G,Asus,90PF05M1-M00CA0,679.0,1,Computadores Servidores y Notebooks,Computadores Desktop,,,,,
,6412497,Filtro de Privacidad para Portatil 14,Startech.Com,14LM-PRIVACY-SCREEN,55.54,20,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6412499,Filtro de Privacidad Magnetico de 13.3,Startech.Com,133LM-PRIVACY-SCREEN,49.33,20,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6412504,Filtro de Privacidad Magnetico de 16,Startech.Com,161LM-PRIVACY-SCREEN,71.58,10,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6416656,WINDOWS SERVER 2025 ESSENTIALS EDITION,Dell,634-CVDT,557.24,5,Software,SW Sistemas Operativos Windows,,,,,
,6437454,Z3700 DUAL MOUSE INALAMBRICO NEGRO,Hp,758A8AA#ABA,12.41,1,Dispositivos de Entrada,Mouse,,,,,
,6450672,MS WS25 5Usr CAL WW LTU,Hewlett Packard Enterprise,P77112-B21,292.3,1,Software,SW Sistemas Operativos Windows,,,,,
,6456330,PULSEFIRE FUSE WIRELESS,Hp,A1KY6AA,24.46,1037,Dispositivos de Entrada,Mouse,393425,,27811,32990,32124
,6486417,LG XBOOM CJ45 SOUND BAR,Lg,CJ45.DCHLLLX,142.51,225,Dispositivos Audio/Video,Parlantes y Subwoofers Entretención/Pro,,,,,
,6494718,AM-C400 / 550 Optional Single cassette,Epson,C12C937441,200.86,1,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,6501033,MAGIC KEYBOARD WITH NUMERIC KEYPAD-SPA,Apple,MXCJ3E/A,114.94,38,Dispositivos de Entrada,Teclados,279942,,135847,,141632
,6501041,60W USB-C CHARGE CABLE (1M)-AME,Apple,MW493AM/A,15.81,290,Cables,Cables de Poder,,,,,
,6505643,HP Inktank Tri-color Printhead,Hp,3YP17AL,26.7,95,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,6511006,IPAD AIR 13 WIFI 128GB STL-CHL,Apple,MCNK4CI/A,804.79,4,Computadores Servidores y Notebooks,Tablets y Tablet PCs,267179,,934136,,970460
,6512210,TONER NEGRO T06,Canon,3526C001,141.67,44,Suministros y Medios,Suministros Láser,260491,,162990,,182734
,6515116,1.92TB SSD SATA 6Gbps 2.5in with 3.5in H,Dell,345-BGSF,932.24,1,Dispositivos de Almacenamiento,Discos de Estado Sólido SATA (SSD),397846,,1147990,,1147990
,6517345,WIN SVR 2025 ESSENTIALS ROK 10C ML,Lenovo,7S1S000XWW,745.85,8,Software,SW Sistemas Operativos Windows,,,,,
,6517482,Clonador NVMe M.2 a SATA de 2.5/3.5,Startech.Com,N2-M2-SSD-DUPLICATOR,82.2,5,Dispositivos de Almacenamiento,Discos de Estado Sólido PCIe (SSD),,,,,
,6520824,T08K DURABRITE YELLOW INK CARTRIDGE,Epson,T08K420,207.16,19,Suministros y Medios,Suministros Inyección de Tinta,366915,,245354,,251572
,6520835,T08K DURABRITE MAGENTA INK CARTRIDGE,Epson,T08K320,207.16,19,Suministros y Medios,Suministros Inyección de Tinta,366913,,245354,,251572
,6546287,ViewBoard 51 serie touchscreen 65 UHD An,Viewsonic,IFP6551,995.79,89,Pantallas,Pantallas Comerciales LCD/LED,396125,,1167709,,1461306
,6581784,HPE NW ION GTWY 5P 2.5G 64W SG2505P,Hewlett Packard Enterprise,S0G34A,452.18,2,Dispositivos de Red,Routers y Gateways inalámbricos,376347,,532256,,532256
,6581785,HPE NW ION GTWY 4P G SG1004,Hewlett Packard Enterprise,S0G33A,312.31,3,Dispositivos de Red,Routers y Gateways inalámbricos,369597,,373900,,373900
,6585122,Cable Thunderbolt 5 Certificado de 1m,Startech.Com,TBLT5MM1M240W,48.06,10,Cables,Cables y Adaptadores USB,,,,,
,6585367,MOCHILA PRELUDE PRO 15.6IN,Hp,4Z513AA,17.8,3,Computadores Servidores y Notebooks,Bolsos y Mochilas p/Notebooks,,,,,
,6594811,B3405CCA LY0601X U7 155H 512GB 32G 14IN,Asus,90NX08L1-M00N90,900.25,1,Computadores Servidores y Notebooks,Notebooks,,,,,
,6594812,SOPORTE DE PARED PARA BARRA BARCO CLICKS,Barco,R8788066K,75.88,2,Cámaras y Escáners,Trípodes y Monopiés para Cámaras,,,,,
,6603676,IMPRESORA MULTIFUNCIONAL PIXMA G3180,Canon,6708C005,163.51,138,Impresoras,Multifuncionales Inkjet,399727,,194990,,195002
,6604226,Cable Ethernet CAT6 Delgado de 15m Negro,Startech.Com,N6PAT15MBKS,17.94,10,Cables,Cables y Adaptadores Twisted Pair,,,,,
,6604489,ULTRACHROME HDX ORANGE CART 350 ML P6000,Epson,T54XA00,122.97,1,Suministros y Medios,Suministros Inyección de Tinta,373647,,145856,,149514
,6604490,ULTRACHROME HD LT CYAN CART 350 ML P6000,Epson,T54X500,122.97,1,Suministros y Medios,Suministros Inyección de Tinta,367069,,145856,,149514
,6604494,ULTRACHROME HDX GREEN CART 350 ML P6000/,Epson,T54XB00,122.97,1,Suministros y Medios,Suministros Inyección de Tinta,373687,,145856,,149514
,6604495,ULTRACHROME HDX VIOLET CART 350 ML P6000,Epson,T54XD00,122.97,1,Suministros y Medios,Suministros Inyección de Tinta,373673,,138128,,144860
,6605514,CABLE SEGURIDAD SLIM MICROSAVER K60600WW,Kensington,K60600WW,17.91,8,Seguridad Física,Opciones de Seguridad Física y Accs,,,,,
,6605872,Cable de Fibra Multimodo OM4 LC/UPC 7m,Startech.Com,OM4RLCLC7M,33.75,5,Cables,Cables y Adaptadores Fibra Optica,,,,,
,6605873,Cable de Fibra Multimodo OM4 LC/UPC 3m,Startech.Com,OM4RLCLC3M,24.29,5,Cables,Cables y Adaptadores Fibra Optica,,,,,
,6605888,Cable de Fibra Multimodo OM4 LC/UPC 2m,Startech.Com,OM4RLCLC2M,19.93,10,Cables,Cables y Adaptadores Fibra Optica,,,,,
,6607415,HPE ARUBA AP-725 RW - REQUIRES CENTRAL,Hewlett Packard Enterprise,S4A22A,350.1,20,Dispositivos de Red,Access Points (AP) inalámbricos,387908,,412472,,415186
,6607824,PDU FACIL MEDIDA 1U 16A 230V (8)C13,Apc,EPDU2016M,317.04,2,Protección Eléctrica y Racks,PDUs y Componentes,,,,,
,6607828,PDU facil medida cero U 32A 230V (20)C13,Apc,EPDU2132M,422.66,3,Protección Eléctrica y Racks,PDUs y Componentes,,,,,
,6607860,PDU facil con medidor ZeroU 16 A 230 V (,Apc,EPDU2116M,332.64,3,Protección Eléctrica y Racks,PDUs y Componentes,,,,,
,6611415,TUF GAMING LC III 360 ARGB LCD,Asus,TUF GAMING LC III 360 ARGB LCD,148.28,5,Componentes de Sistema,Componentes de Gabinete,,,,,
,6620441,MOTO WATCH FIT TREKKING GREEN,Motorola,PG38C07181,47.45,145,Comunicaciones,Relojes Inteligentes,,,,,
,6620443,MOTO BUDS LOOP VERDE,Motorola,PG38C07164,49.83,2,Comunicaciones,Auriculares Bluetooth,253450,,62400,,64640
,6626608,ULTGEAR 27GX790A-B 2560X1440 OLED 26.5PU,Lg,27GX790A-B.AWH,593.63,2,Pantallas,Monitores LCD/LED,,,,,
,6626636,HYPERX CHARGEPLAY DUO PS5,Hp,51P68AA,26.17,16,Comunicaciones,Componentes VOIP,,,,,
,6627585,Dell Pro 14-16 Plus EcoLoop Backpack,Dell,DELL-CP5625G,27.16,297,Computadores Servidores y Notebooks,Bolsos y Mochilas p/Notebooks,,,,,
,6630891,LG SMART TV NANO CELL AI NANO80 75IN,Lg,75NANO80ASA.AWH,833.31,1,Pantallas,TV LCD/LED,,,,,
,6630922,LG SMART TV NANO CELL AI NANO80 43IN,Lg,43NANO80ASA.AWH,323.32,1,Pantallas,TV LCD/LED,,,,,
,6631747,D501SER-514500146X I514500 256GB 16G W11,Asus,90PF05M1-M011K0,610.2,1,Computadores Servidores y Notebooks,Computadores Desktop,,,,,
,6631814,EB-760WI INTERACTIVO WXGA,Epson,V11HA80021,1836.4,5,Dispositivos Audio/Video,Proyectores LCD,271298,,2080444,,2234972
,6642168,HP MULTIFUNCIONAL OFFICEJT PRO9730 FRTA3,Hp,537P5C,275.09,45,Impresoras,Multifuncionales Inkjet,244067,,326864,,352810
,6642882,MOTO BUDS LOOP ICE MELT,Motorola,PG38C07760,66.55,10,Comunicaciones,Auriculares Bluetooth,361257,,79202,,89109
,6647792,Caja USB4 NVMe M.2 - Caja para SSD,Startech.Com,1USB4-NVME-ENCLOSURE,122.85,10,Dispositivos de Almacenamiento,Componentes para Racks y Cajas de Discos,,,,,
,6648381,CISCO CATALYST 9200L STACK MODULE,Cisco,C9200L-STACK-KIT=,1100.3,1,Dispositivos de Red,Switches Estaqueables,,,,,
,6656333,ASUS DOCKING DC300,Asus,90XB08CN-BDS0F0,124.09,107,Computadores Servidores y Notebooks,Dockings y Pedestales p/Notebooks,,,,,
,6662176,KIT CABEZALES DE IMPRESION CH-11R + CH-1,Canon,4650C004,46.57,24,Suministros y Medios,Cartuchos de Limpieza,270654,,59990,59990,59990
,6662177,IMPRESORA MULTIFUNCIONAL DE O DE TINTA P,Canon,2313C005,109.1,118,Impresoras,Multifuncionales Inkjet,,,,,
,6674886,CINTA LAMINADA NEGRO SOBRE PLATA 24MM,Brother,TZESM951,17.34,7,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,6677791,48PORT POE+4 X 1G DNA E 3YR,Cisco,C9200L-48P-4G-E + C9200L-DNA-E-48-3Y,5667.0,4,Dispositivos de Red,Switches Estaqueables,,,,,
,6677792,24PORT POE+ 4 X 1G DNA E 3YR,Cisco,C9200L-24P-4G-E + C9200L-DNA-E-24-3Y,3016.7,15,Comunicaciones,Dispositivos de Línea Compartida,,,,,
,6681126,IPAD MINI WI-FI Y CELLULAR 128GB,Apple,MXPN3CI/A,654.53,2,Computadores Servidores y Notebooks,Tablets y Tablet PCs,256249,,929990,,929990
,6685188,ALLOY RISE TECLADO GAMER,Hp,7G7A3AA#ABM,141.94,49,Comunicaciones,Teclados área de Movilidad,,,,,
,6685190,ALLOY RISE TECLADO GAMER 75,Hp,7G7A4AA#ABM,121.68,30,Comunicaciones,Teclados área de Movilidad,,,,,
,6685242,IPHONE AIR SKY BLUE 256GB-BES,Apple,MG2P4BE/A,1067.0,10,Comunicaciones,Smart Phones,,,,,
,6686037,MAGSAFE CHARGER (1 M),Apple,MGD74AM/A,34.64,9,Comunicaciones,Cables y Adapt p/celulares (NO ENERGÍA),,,,,
,6692675,Proyector Láser PowerLite L690U,Epson,V11HB29021,2931.0,1,Dispositivos Audio/Video,Proyectores LCD,362691,,3519941,,3532920
,6693314,SISTEMA DE CONFERENCIAS INALAMBRICO BARC,Barco,R9861605US,767.5,2,Comunicaciones,Sistemas de Videoconferencia,,,,,
,6702906,WDC15 INSTASHOW WDC15 SISTEMA PARA PRESE,Benq,9H.K0EBY.E0A,596.19,10,Dispositivos de Red,Dispositivos y Componentes para Streamin,,,,,
,6702909,MONITOR XL2586X+ 24.1IN 1920X1080 PANEL,Benq,9H.LN8LB.QBA,890.34,3,Pantallas,Monitores LCD/LED,,,,,
,6703809,Cable HDMI 2.1 de 3m - 8K - Certificado,Startech.Com,HDMI21-CBL-8K60-3M,23.6,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6703810,Cable HDMI 2.1 de 2m - 8K - Certificado,Startech.Com,HDMI21-CBL-8K60-2M,18.75,9,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6703811,Cable HDMI 2.1 de 1m - 8K - Certificado,Startech.Com,HDMI21-CBL-8K60-1M,15.25,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6703813,Cable HDMI 2.1 8K de 5m - Certificado,Startech.Com,HDMI21-CBL-8K60-5M,51.0,5,Cables,Cables y Adaptadores de Audio + Video,,,,,
,6709552,P713 ROG HARPE ACE AIM LAB EDITION/BLK,Asus,90MP02W0-BMAA02,65.34,19,Dispositivos de Entrada,Mouse,,,,,
,6709674,MBP 14 SL/10C/10C GPU/24GB/1TB-CHL,Apple,MDE64CI/A,2142.1,42,Computadores Servidores y Notebooks,Notebooks,360395,,2349990,,2586171
,6709678,DB SATELLITE PRO C50-K - I5 8G 512 156,Dynabook,PSY29U-4UT002,612.26,2,Computadores Servidores y Notebooks,Notebooks,366594,,717964,733990,726642
,6711084,400 QUIET PINK WIRELESS MOUSE,Hp,AZ7B5AA#ABA,16.89,1930,Dispositivos de Entrada,Mouse,,,,,
,6711400,HP 668 TRI-COLOR ORIGINAL INK ADVANTAGE,Hp,7FP36VL,12.89,2782,Suministros y Medios,Suministros Inyección de Tinta,384467,,16180,,18391
,6711403,HP 668 NEGRO ORIGINAL INK ADVANTAGE CART,Hp,7FP37VL,14.21,2240,Suministros y Medios,Suministros Inyección de Tinta,384466,,17879,21990,20399
,6711944,400 QUIET BLACK WIRELESS MOUSE US,Hp,AZ7B2AA#ABA,16.79,1489,Dispositivos de Entrada,Mouse,,,,,
,6711945,400 QUIET MAPLE WIRELESS MOUSE US,Hp,AZ7B6AA#ABA,16.89,557,Dispositivos de Entrada,Mouse,,,,,
,6711946,400 QUIET PUP WRLS MSE,Hp,AZ7B7AA#ABA,16.85,1569,Dispositivos de Entrada,Mouse,,,,,
,6713817,TRITURADORA AUTOFEED 300X P4 2020300XEU,Kensington,2020300XEU,420.15,3,Equipamiento de Oficina,Trituradoras de Papel y CD/DVD,,,,,
,6714693,CATALYST 1200 24 PORT GE POE 4X1G SFP,Cisco,C1200-24P-4G,551.07,10,Dispositivos de Red,Switches Standalone,400929,,646210,,647950
,6718975,SMART TV LG UHD 55IN OLED 55C5PSA,Lg,OLED55C5PSA.AWH,1083.3,1,Pantallas,TV LCD/LED,,,,,
,6720109,T27QD-40 C25270QT0 27 MONITOR-HDMI,Lenovo,64AAGAR2CL,223.59,35,Pantallas,Monitores LCD/LED,391722,,261960,,273965
,6738282,CARGADOR ASUS NOTEBOOK AC6500 A23 065N1A,Asus,90XB04EN-MPW1Q0,36.42,175,Computadores Servidores y Notebooks,Accesorios de Energía para Notebooks,,,,,
,6743217,Filtro de Privacidad de 16in 16:10,Startech.Com,16L6B-PRIVACY-SCREEN,60.35,20,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6752017,ThinkSystem 16GB TruDDR5 5600MHz,Lenovo,4X77A99751,2547.0,2,Componentes de Sistema,Opciones BTO para Workstations,398874,,2997488,,3024239
,6752196,RT-AC1200-V,Asus,90IG0550-BA1400,28.63,19,Dispositivos de Red,Routers y Gateways inalámbricos,375323,,32990,,36109
,6756030,DELL MOBILE WIRELESS MOUSE MS3320W,Dell,MS3320W-MGN-R,19.17,98,Dispositivos de Entrada,Mouse,,,,,
,6763955,SR630 V4 2.5IN 1.2TB 10K SAS 12GB HOT SW,Lenovo,4XB7B01770,305.0,10,Dispositivos de Almacenamiento,Discos Duros SAS (Serial Attached SCSI),393541,,346784,,357372
,6763957,SR630 V4 2.5IN 2.4TB 10K SAS 12GB HOT SW,Lenovo,4XB7B01771,547.0,6,Dispositivos de Almacenamiento,Discos Duros SAS (Serial Attached SCSI),389808,,621938,,640746
,6773559,MOUSE WL SILENCIOSO COLOR ARCE 400,Hp,AZ7B6AA#ABA,16.97,411,Dispositivos de Entrada,Mouse,,,,,
,6777575,AURICULARES ESTEREO USB-C POLY BLACKWIRE,Hp,8X228AA,37.33,237,Dispositivos Audio/Video,Combos Micrófono+Cintillo/audífono p/PCs,385537,,34766,,39619
,6777576,AURICULARES ESTEREO POLY BLACKWIRE 3320,Hp,8X220AA,38.86,339,Dispositivos Audio/Video,Combos Micrófono+Cintillo/audífono p/PCs,255320,,44992,,47736
,6777577,AURICULARES POLY VOYAGER 4320 CON CERTIF,Hp,77Y98AA,141.89,40,Comunicaciones,Headsets Inalámbricos VoIP,134238,,154990,,175022
,6777579,AURICULARES POLY VOYAGER FOCUS 2 CON CER,Hp,9T9J4AA,193.07,5,Comunicaciones,Headsets Inalámbricos VoIP,279192,,228932,,257491
,6777695,AURICULARES POLY VOYAGER LEGEND 50-M UC,Hp,AJ8V4AA#AC3,183.15,10,Comunicaciones,Auriculares Bluetooth,,,,,
,6782248,HP 400 QUIET BLUE WIRELESS MOUSE US,Hp,AZ7B4AA#ABA,16.89,513,Dispositivos de Entrada,Mouse,,,,,
,6782254,HP SERIES 5 23.8IN WHITE MONITOR 524SW,Hp,94C21AA#AKH,101.51,211,Pantallas,Monitores LCD/LED,,,,,
,6783373,Gabinete MSI PRO SHIELD M100P Mid Tower,Msi,306-7G31M21-HH9,25.19,100,Video Juegos y Consolas,Bolsos; Fundas y Organizadores p/Juegos,,,,,
,6784853,R360 + 6357P + 1x 32GB + 2x 480GB SSD +,Dell,R360271_6357P132,7727.0,5,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6784854,T360 + 6353P + 1x 32GB + 2TB HDD + H755,Dell,T360271_6353P132,4941.0,1,Computadores Servidores y Notebooks,Servidores Tower,,,,,
,6784857,R360 + 6333P + 1x 32GB + 2TB HDD + H355,Dell,R360271_6333P132,4725.0,11,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6784861,T160 + 6333P + 1x 16GB + 2TB HDD + H355,Dell,T160271_6333P116,3508.0,9,Computadores Servidores y Notebooks,Servidores Tower,,,,,
,6785168,Mouse ROG Harpe Ace Aim Lab Edition USB,Asus,90MP02W0-BMAA12,67.13,15,Dispositivos de Entrada,Mouse,,,,,
,6789262,THINKPAD USB 3.0 TO ETHERNET ADAPTER,Lenovo,4X90S91830,12.77,58,Cables,Cables y Adaptadores USB,392114,,16223,,16266
,6790293,KIT GI-16 PIGM NEGRO + CAB PH-S,Canon,4659C007,90.34,54,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,6795440,IPAD AIR 11 WF CL 128GB GRIS ESPACIAL,Apple,MH784CI/A,772.08,2,Computadores Servidores y Notebooks,Tablets y Tablet PCs,383371,,905132,1119990,1025619
,6796984,MBA 15.3 MDN/10C GPU/24GB/1TB - MIDNIGHT,Apple,MDVN4CI/A,1987.6,4,Computadores Servidores y Notebooks,Notebooks,383711,,2149990,,2347191
,6797088,HPE PROLIANT COMPUTE ML350 GEN12 6505P 1,Hewlett Packard Enterprise,P89073-DM5,7012.7,2,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797089,HPE PROLIANT COMPUTE DL340 GEN12 6515P 1,Hewlett Packard Enterprise,P89963-DM5,11750.0,2,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797091,HPE PROLIANT COMPUTE DL320 GEN12 6505P 1,Hewlett Packard Enterprise,P89960-DM5,8937.6,6,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797093,HPE PROLIANT COMPUTE DL340 GEN12 6505P 1,Hewlett Packard Enterprise,P89961-DM5,10264.0,6,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797094,HPE PROLIANT COMPUTE DL320 GEN12 6505P 1,Hewlett Packard Enterprise,P89964-DM5,9875.7,1,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797095,HPE PROLIANT COMPUTE ML350 GEN12 6505P 1,Hewlett Packard Enterprise,P89085-DM5,9660.0,2,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797096,HPE PROLIANT COMPUTE DL360 GEN12 6515P 1,Hewlett Packard Enterprise,P89241-DM5,11279.0,3,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6797098,HPE PROLIANT COMPUTE DL380 GEN12 6505P 1,Hewlett Packard Enterprise,P89248-DM5,7577.7,4,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6801387,MONITOR GAMER MOBIUZ EX271 27IN LED IPS,Benq,9H.LNALA.TBA,206.21,15,Pantallas,Monitores LCD/LED,365377,,198816,,245979
,6801389,MONITOR BENQ 31.5IN PD3205U 4K,Benq,9H.LKGLA.RBA,632.48,5,Pantallas,Monitores LCD/LED,265458,,690000,,736020
,6804946,BENQ RE6504 Panel Interactivo 65in Andr,Benq,9H.F9ETK.DE8,896.26,3,Dispositivos Audio/Video,Dispositivos Interactivos de Presentació,399526,,1046900,,1071147
,6804966,BENQ BOARD ESSENTIAL RE7504,Benq,9H.F9FTK.DE8,1129.0,15,Pantallas,Pantallas Comerciales LCD/LED,399527,,1314900,,1347070
,6805011,14-ep1330la Intel i3-100U 8G 512 14I W11,Hp,D0DD8LA#ABM,526.8,1527,Computadores Servidores y Notebooks,Notebooks,,,,,
,6805753,Desktop TC M75q Gen 5 A38300GE 16G 512G,Lenovo,12RRS66000,789.06,3,Computadores Servidores y Notebooks,Computadores Small Form/Ultra Slim,,,,,
,6805833,DYNABOOK Tecra A60 INTEL CU5 W11PRO,Dynabook,PNL21U-3JG005,1107.6,46,Computadores Servidores y Notebooks,Notebooks,399712,,1298858,,1298858
,6805834,CEDAR10 - PORTEGE X45W-M (CED1) AMD RYZE,Dynabook,CED11U-04R00T,1090.9,80,Computadores Servidores y Notebooks,Notebooks,399720,,1279275,,1279275
,6805835,TECRA A40-M (PNM2) W11P ULTRA 7 255U 16,Dynabook,PNM21U-4SV00C,1213.4,50,Computadores Servidores y Notebooks,Notebooks,396921,,1422865,,1438427
,6805836,TECRA A40-M (PNM2) W11P ULTRA 5 225U 16,Dynabook,PNM21U-4SS00C,1018.6,50,Computadores Servidores y Notebooks,Notebooks,399716,,1194434,,1194434
,6807988,Unidad de correa,Brother,BU635CL,52.67,2,Impresoras,Upgrades de Impresora,,,,,
,6808525,TUF GAMING A2 BLK G AS ESDT1W,Asus,90DD02X0-M08000,34.38,34,Dispositivos de Almacenamiento,Racks Discos,400387,,41528,,41528
,6811362,CARTUCHO 054 TONER NEGRO,Canon,3022C001,52.98,3,Suministros y Medios,Suministros Láser,260631,,63746,,65066
,6811363,CARTUCHO 054 TONER AMARILLO,Canon,3021C001,52.98,3,Suministros y Medios,Suministros Láser,260633,,63746,,65066
,6811522,Router Dual Band RT-AX52 AX1800 WiFi 6 e,Asus,90IG08T0-MB1H00,50.14,5,Dispositivos de Red,Routers de Interface Configurable,,,,,
,6814198,CABLE DE SEGURIDAD UNIVERSAL 3-en-1 2.0,Kensington,K63389WW,28.27,50,Seguridad Física,Dispositivos Anti-Robo,,,,,
,6814199,CABLE DE SEGURIDAD UNIVERSAL 3-en-1 2.0,Kensington,K63394WW,28.27,50,Seguridad Física,Dispositivos Anti-Robo,,,,,
,6815600,MONITOR BENQ MA270U 27IN MAC FRIENDLY,Benq,9H.LMWLB.QBA,449.68,21,Pantallas,Monitores LCD/LED,398530,,524900,,531013
,6817093,"ThinkSystem ST45 V3, 1xAMD EPYC 4124P 4C",Lenovo,7DH5A038LA,2498.0,10,Computadores Servidores y Notebooks,Servidores Tower,,,,,
,6817094,"SR250 V3 2.5-in, 1x 6353P 8C",Lenovo,7DCLA061LA,3961.0,9,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6817095,"ThinkSystem ST50 V3, 1xIntel Xeon 6325P",Lenovo,7DF3A03ZLA,3233.0,10,Computadores Servidores y Notebooks,Servidores Tower,,,,,
,6818055,34U640B-B 34 WQHD 144Hz Monitor,Lg,34U640B-B,292.44,19,Pantallas,Monitores LCD/LED,395012,,345110,,348294
,6820098,BOTON EXTRA WDC15 (1 PIEZA),Benq,5J.K0E28.A2A,224.28,20,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,6820099,PROYECTOR BEQN LASER (20000-30000 HRS),Benq,9H.JS677.1KL,877.94,5,Dispositivos Audio/Video,Proyectores DLP,399473,,1029513,,1043751
,6820105,HPE ProLiant Compute DL380 Gen12 1p 6520,Hewlett Packard Enterprise,P91077-DM5,16857.0,1,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6820107,HPE ProLiant Compute DL380 Gen12 1p 6515,Hewlett Packard Enterprise,P92681-DM5,10344.0,2,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6820108,HPE ProLiant Compute DL380 Gen12 1p 6520,Hewlett Packard Enterprise,P91112-DM5,12647.0,1,Computadores Servidores y Notebooks,Servidores en Rack,,,,,
,6822116,PULSEFIRE FUSE WIRELESS,Hp,A1KY6AA,32.51,45,Dispositivos de Entrada,Mouse,393425,,27811,32990,32124
,6822118,CLUTCH GLADIATE RGB GAMING CONTROLLER,Hp,7D6H2AA,46.36,86,Video Juegos y Consolas,Gamepads,,,,,
,6822119,HYPERX ALLOY CORE RGB MERCO,Hp,4P4F5AI#AC8,48.11,19,Comunicaciones,Auriculares Bluetooth,,,,,
,6827195,255R G10 R5-7520U 15 16GB 512GB,Hp,DB9R5LT#ABM,746.36,204,Computadores Servidores y Notebooks,Notebooks,,,,,
,6827196,EBX G1A AI RAI 7 P360 14 32GB 1TB,Hp,DB9M8AT#ABM,2191.6,20,Computadores Servidores y Notebooks,Notebooks,,,,,
,6828091,IMPRESORA LASER COLOR / DUPLEX / WIFI,Brother,HLL8570CDW,538.76,2,Impresoras,Impresoras Láser/LED color,,,,,
,6828092,CARTUCHO DE TONER CYAN,Brother,TN615XXLC,138.1,7,Suministros y Medios,Suministros Láser,398669,,163244,,166949
,6828094,CARTUCHO DE TONER AMARILLO,Brother,TN617Y,169.99,12,Suministros y Medios,Suministros Láser,,,,,
,6828116,CARTUCHO DE TONER NEGRO,Brother,TN617BK,98.4,12,Suministros y Medios,Suministros Láser,,,,,
,6828117,CARTUCHO DE TONER MAGENTA,Brother,TN615XXLM,138.1,7,Suministros y Medios,Suministros Láser,398664,,163244,,166949
,6828118,CARTUCHO DE TONER MAGENTA,Brother,TN617M,169.99,12,Suministros y Medios,Suministros Láser,,,,,
,6828119,CARTUCHO DE TONER AMARILLO,Brother,TN615XXLY,138.1,7,Suministros y Medios,Suministros Láser,398670,,163244,,166949
,6828121,CARTUCHO DE TONER NEGRO,Brother,TN615XXLBK,95.66,7,Suministros y Medios,Suministros Láser,398661,,113012,,115714
,6828122,CARTUCHO DE TONER CYAN,Brother,TN617C,169.99,12,Suministros y Medios,Suministros Láser,,,,,
