pcf_id,ingram_part,description,vendor_name,vendor_part,customer_price,available_qty,category,subcategory,api_status,mayorista,lista,stock_pcf,stock_raw,nombre_pcf,precio_normal,precio_oferta,ficha_vacia,stock_detail,error,catalog_provider
42556,nan,"Epson T555 - Amarillo - original - recarga de tinta - para EcoTank L8160, L8180",nan,T555420-AL,18.5,20,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original Epson T555420-AL Amarillo,0,0,False,{},,ingram
45374,nan,Epson - T664520-4 - Ink tank - Color - Pack full set L120 L,nan,T664520-4P,26.3,20,nan,Physical,ok,True,1,100,+100,Pack 4 Botellas de Tinta Original Epson T664520-4P Colores,0,0,False,{},,ingram
49672,nan,"Epson SJIC41P-C - Cián - original - blíster con alarmas de RF/acústica - cartucho de tinta - para ColorWorks CW-C4000, CW-C4000E (BK), CW-C4000E (MK)",nan,C13T52L220,25.2,2,nan,Physical,ok,True,1,5,5,Cartucho de Tinta Origina Epson SJIC41P-C Cyan,0,0,False,{},,ingram
49673,nan,"Epson SJIC41P-M - Magenta - original - blíster con alarmas de RF/acústica - cartucho de tinta - para ColorWorks CW-C4000, CW-C4000E (BK), CW-C4000E (MK)",nan,C13T52L320,25.2,1,nan,Physical,ok,True,1,4,4,Cartucho de Tinta Origina Epson SJIC41P-M Magenta,0,0,False,{},,ingram
17101,nan,"Brother LC505C - Super High Yield - cián - original - cartucho de tinta - para Brother DCP-J100, DCP-J105, DCP-J200",nan,LC505C,9.4,8,nan,Physical,ok,True,1,14,14,Cartucho de Tinta Original Brother  LC505 Cyan,0,0,False,{},,
35533,nan,"Brother DR411CL - Original - kit de tambor - para Brother HL-L8360CDW, MFC-L8900CDW",nan,DR411CL,135.6,17,nan,Physical,ok,True,1,30,+30,Tambor original Brother DR-411,0,0,False,{},,ingram
45887,nan,"Brother LC402Y - Amarillo - original - cartucho de tinta - para Brother MFC-J5340DW, MFC-J6540DW, MFC-J6940DW",nan,LC402YS,15.7,20,nan,Physical,ok,True,1,20,20,Cartucho de Tinta Original Brother LC402YS Amarillo,0,0,False,{},,ingram
45889,nan,"Brother LC402XL - Alto rendimiento - cián - original - cartucho de tinta - para Brother MFC-J5340DW, MFC-J6540DW, MFC-J6940DW",nan,LC402XLCS,22.5,20,nan,Physical,ok,True,1,50,+50,Cartucho de Tinta Original Brother LC402XLCS Cyan,0,0,False,{},,ingram
13205,nan,"Epson T673 - Cián claro - original - recarga de tinta - para Epson L1800, L800, L805, L810, L850; EcoTank L1800",nan,T673520-AL,11.0,20,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original Epson  T673520-AL Cyan Claro,0,0,False,{},,ingram
13207,nan,"Epson T673 - Amarillo - original - recarga de tinta - para Epson L1800, L800, L805, L810, L850; EcoTank L1800",nan,T673420-AL,11.0,20,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original Epson T673420-AL Amarillo ,0,0,False,{},,ingram
13204,nan,"Epson T673 - Magenta claro - original - recarga de tinta - para Epson L1800, L800, L805, L810, L850; EcoTank L1800",nan,T673620-AL,11.0,20,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original Epson T673620-AL Magenta Claro ,0,0,False,{},,ingram
17308,nan,"Epson T7741 - 140 ml - negro - original - recarga de tinta - para Epson L1455, L605, L655, M100; EcoTank ET-4550, L1455, L606; WorkForce ET-16500, ET-4550",nan,T774120-AL,17.4,20,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original Epson T774120-AL Negro,0,0,False,{},,ingram
36562,nan,Epson - 206 - Ink cartridge - Cyan,nan,T206220-AL,12.4,20,nan,Physical,ok,True,1,30,+30,Cartucho de Tinta Original Epson T206220-AL Cyan,0,0,False,{},,ingram
54586,nan,Epson WorkForce - Ink cartridge - Black - C5310/90 & C5810/90,nan,T11B120-AL,47.1,2,nan,Physical,ok,True,1,100,+100,Bolsa de Tinta Epson T11B120-AL XL Negro,0,0,False,{},,ingram
49685,nan,Epson - T574520 - Ink refill - Yellow / Light cyan,nan,T574520-AL,8.6,3,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original Epson T574520-AL Cyan Claro,0,0,False,{},,ingram
9007,nan,"HP 122 - Negro - original - cartucho de tinta - para Deskjet 1010, 10XX J410, 1512, 2050 J510, 2050A J510, 2054A J510, 25XX, Envy 4502",nan,CH561HL,14.3,20,nan,Physical,ok,True,1,50,+50,Cartucho de Tinta Original HP 122  Negro ,0,0,False,{},,ingram
940,nan,"HP 22 - 5 ml - color (cian, magenta, amarillo) - original - cartucho de tinta - para Deskjet F2185, F2187, F2210, F2235, F2240, F2275, F2280, F2290, F375, F4175, F4190, F4194",nan,C9352AL,31.9,10,nan,Physical,ok,True,1,3,3,Cartucho de Tinta Original HP 22 Tricolor ,0,0,False,{},,ingram
9008,nan,"HP 122 - 1.5 ml - amarillo, cián, magenta - original - cartucho de tinta - para Deskjet 1000 J110, 10XX J410, 2050 J510, 2050A J510, 2054A J510, Ink Advantage 2060 K110",nan,CH562HL,17.3,20,nan,Physical,ok,True,1,50,+50,Cartucho de Tinta Original HP 122 Tricolor ,0,0,False,{},,ingram
10599,nan,"HP 951 - 8 ml - magenta - original - cartucho de tinta - para Officejet Pro 251, 276, 8100, 8600, 8600 N911, 8610, 8615, 8616, 8620, 8625, 8630, 8640",nan,CN051AL,24.8,20,nan,Physical,ok,True,1,4,4,Cartucho de Tinta Original HP 951 Magenta ,0,0,False,{},,ingram
32854,nan,"HP 950XL - 53 ml - Alto rendimiento - negro - original - cartucho de tinta - para Officejet Pro 251dw, 276dw, 8100, 8600, 8610, 8620, 8630",nan,CN045AL,59.7,20,nan,Physical,ok,True,1,11,11,Cartucho de Tinta Original HP 950 XL Negro ,0,0,False,{},,ingram
12548,nan,"HP 662XL - Alto rendimiento - negro - original - Ink Advantage - cartucho de tinta - para Deskjet 1516, Ink Advantage 15XX, Ink Advantage 35XX, Ink Advantage 4645",nan,CZ105AL,24.7,1,nan,Physical,ok,True,1,3,3,Cartucho de Tinta Original HP 662 XL Negro ,0,0,False,{},,ingram
21092,nan,HP - Ink cartridge - Tricolor - 664,nan,F6V28AL,10.7,20,nan,Physical,ok,True,1,100,+100,Cartucho de Tinta Original HP 664 Tricolor,0,0,False,{},,ingram
23815,nan,HP - 974X - Ink cartridge - Cyan,nan,L0R99AL,157.1,20,nan,Physical,ok,True,1,5,5,Tintas-Cartridge L0R99AL Cyan 974 XL,0,0,False,{},,ingram
23816,nan,HP - 974X - Ink cartridge - Magenta,nan,L0S02AL,157.7,10,nan,Physical,ok,True,1,6,6,Tintas-Cartridge L0S02AL Magenta 974 XL,0,0,False,{},,ingram
23817,nan,HP - 974X - Ink cartridge - Yellow,nan,L0S05AL,158.0,4,nan,Physical,ok,True,1,14,14,Tintas-Cartridge L0S05AL Amarillo 974 XL,0,0,False,{},,ingram
40531,nan,HP - 667XL - Ink cartridge - Tricolor - 3YM80AL,nan,3YM80AL,30.7,20,nan,Physical,ok,True,1,3,3,Cartucho de Tinta Original HP  667 XL Tricolor,0,0,False,{},,
34079,nan,HP - 964XL - Ink cartridge - Black,nan,3JA57AL,52.7,20,nan,Physical,ok,True,1,8,8,Cartucho de Tinta Original HP 964 XL Negro ,0,0,False,{},,
40532,nan,HP - 667XL - Ink cartridge - Black - 3YM81AL,nan,3YM81AL,32.5,20,nan,Physical,ok,True,1,1,1,Cartucho de Tinta Original HP  667 XL Negro,0,0,False,{},,ingram
35016,nan,"HP - GT53 - Ink cartridge - Black - 1VV22AL - Botella de tinta HP GT53 Negro 4,000 Págs",nan,1VV22AL,8.1,20,nan,Physical,ok,True,1,100,+100,Botella de Tinta Original HP GT53 Negro,0,0,False,{},,ingram
23418,nan,HP - Ink cartridge - Cyan - Model 954 700 pages,nan,L0S50AL,25.9,20,nan,Physical,ok,True,1,1,1,Cartucho de Tinta Original HP 954 Cyan ,0,0,False,{},,ingram
32859,nan,"HP - 954xl - Ink cartridge - Black - 2,000 pages",nan,L0S71AL,58.3,16,nan,Physical,ok,True,1,20,20,Cartucho de Tinta Original HP 954 XL Negro ,0,0,False,{},,
32860,nan,"HP - 954xl - Ink cartridge - Cyan - 1,600 pages",nan,L0S62AL,48.5,20,nan,Physical,ok,True,1,20,20,Cartucho de Tinta Original HP 954 XL Cyan ,0,0,False,{},,ingram
32862,nan,"HP - 954xl - Ink cartridge - Magenta - 1,600 pages",nan,L0S65AL,48.7,20,nan,Physical,ok,True,1,20,20,Cartucho de Tinta Original HP 954 XL Magenta ,0,0,False,{},,ingram
